Symbol,Sector,Name,Position,Company,University,Age,Compensation,Tenure_To,Tenure_From,Work Loction,Affiliation,Gender,DOB,POB,Nationality,Bachelors_University,Bachelors Specialization,Masters_University,Masters Specialization,Performance,Parents,Father Occupation,Mother Occupation, Starting_Age,Employment History
MJN,Consumer Staples,Peter Kasper Jakobsen,"Chief Executive Officer, President and Director,",Mead Johnson Nutrition Company,The University of Auckland,51,5673601,2014,2013,"2701 Patriot BoulevardGlenview, Illinois 60026United States",The University of Auckland,Male,1963,New Zealand,New Zealand,University of Auckland,BS,NA,NA,0,,,,50,
MWV,Materials,John A. Luke Jr.,"Chairman, Chief Executive Officer and Chairman of Executive Committee,",MeadWestvaco Corporation,St. Lawrence University,64,6304594,2014,2002,"501 South 5th StreetRichmond, Virginia 23219United States",The Bank of New York Mellon Corporation|Timken Co.|St. Lawrence University|Lawrence University of Wisconsin|University of Pennsylvania - The Wharton School|The American Enterprise Institute for Public Policy Research|Factory Mutual Insurance Company,Male,1950,United States of America,United States of America,Lawrence University,BA,Wharton University,MBA,-1.199881276,,,,52,MeadWestvaco - Chairman - ts_bot - Employment tenure | MeadWestvaco - Chief Executive Officer - ts_bot - Employment tenure | 
MDT,Health Care,Omar S. Ishrak,"Chairman and Chief Executive Officer,","Medtronic, Inc.",King's College London,57,8975886,2014,2011,"710 Medtronic ParkwayMinneapolis, Minnesota 55432United States","General Electric Company|GE Healthcare Ltd.|GE Energy Services, Inc.|Asia Society|King's College London|GE Medical Systems, Inc.|Intel-GE Care Innovations, LLC",Male,1957,United Kingdom,United Kingdom ,King's College,BS,King's College,PhD,0.090288744,,,,54,"General Electric - 2005-01 - President and CEO, Clinical Systems, GE Healthcare - earlye - Employment tenure | General Electric - Senior Vice President, Worldwide Marketing and Product Development, Elbit Ultrasound Group - earlye - Employment tenure | General Electric - 1999 - Vice President - earlye - Employment tenure | "
MRK,Health Care,Kenneth C. Frazier,"Chairman, Chief Executive Officer and President,",Merck & Co. Inc.,Pennsylvania State University,58,15459607,2014,2011,"One Merck DriveWhitehouse Station, New Jersey 08889United States","Exxon Mobil Corporation|Medco Health Solutions, Inc.|Pennsylvania State University|Harvard Law School|Ethics Resource Center",Male,1956,United States of America,United States of America,Pennsylvania State University,BA,Harvard University,JD,-0.137450495,,,,55,"Merck & Co. - 2007 - Executive Vice President and President, Global Human Health - azierath - Employment tenure | Merck & Co. - 2006 - Executive Vice President and General Counsel - 2007 - azierath - Employment tenure | Merck & Co. - 1999 - Senior Vice President and General Counsel - 2006 - azierath - Employment tenure | Merck & Co. - 1999 - Vice President and Deputy General Counsel - 1999 - azierath - Employment tenure | Merck & Co. - 1997 - Vice President, Public Affairs and Assistant General Counsel - 1998 - azierath - Employment tenure | Merck & Co. - 1994 - Vice President, Public Affairs - 1996 - azierath - Employment tenure | Astra Merck - 1992 - Vice President, General Counsel and Secretary - 1994 - azierath - Employment tenure | Drinker Biddle & Reath - 1978 - Partner, Litigation Department - 1992 - azierath - Employment tenure | "
MET,Financials,Steven A. Kandarian J.D.,"Chairman, Chief Executive Officer, President and Chairman of Executive Committee,","MetLife, Inc.",Harvard University,60,14614338,2014,2011,"200 Park AvenueNew York, New York 10166-0188United States","Lee Capital Holdings, L.L.C.|Orion Partners, L.P.|Pension Benefit Guaranty Corporation|Reinsurance Group of America Inc.|Harvard University|Orion Capital Holdings, LP|Clark University|Orion Capital Holdings II, L.P.|Georgetown University Law School|Lincoln Center for the Performing Arts, Inc.|Metropolitan Life Insurance Company, Asset Management Arm|Babson Capital Corporate Investors|Metropolitan Life Insurance Company|Babson Capital Participation Investors",Male,1954,United States of America,United States of America,Clark University,BA,Harvard University,MBA,0.396329365,,,,57,
KORS,Consumer Discretionary,John D. Idol,"Chairman and Chief Executive Officer,",Michael Kors Holdings Limited,NA,54,7564145,2014,2003,"Tower 6Tsim Sha Tsui, Kowloon --Hong Kong","Donna Karan International Inc.|Kasper ASL Ltd.|Michael Kors (USA), Inc.|Global Brands Acquisition Corp.|JLJ Partners LLC",Male,1960,United States of America,United States of America,NA,NA,NA,NA,0.386818182,,,,43,Chairman/CEO Michael Kors Holdings Ltd Dec 2007 - Dec 2009 | President/Secretary Global Brands Acquisition Corp Jul 2007 - Dec 2007 | Chairman/CEO Kasper Dec 2003 - Sep 2011ASL Ltd
MCHP,Information Technology,Steve   Sanghi,"Chairman, Chief Executive Officer and President,",Microchip Technology Inc.,University of Massachusetts,57,4589433,2014,1991,"2355 West Chandler BoulevardChandler, Arizona 85224United States","Vivid Semiconductor, Inc.|ADFlex Solutions, Inc.|Standard Microsystems Corporation|Silicon Storage Technology, Inc.|Hittite Microwave Corporation|FlipChip International, LLC|University Of Massachusetts|Panjab University|Punjab Engineering College|University of Massachusetts, Amherst|United States Foundation For Inspiration and Recognition of Science and Technology|Xyratex Ltd.",Male,1957,India,United States of America,University of Punjab,BS,University of Massachusetts,MS,0.21853008,,,,34,Microchip Technology - 1990 - President and CEO - jon - Employment tenure | Microchip Technology - Chief Executive Officer - ts_bot - Employment tenure | Microchip Technology - President - ts_bot - Employment tenure | Microchip Technology - Chairman - ts_bot - Employment tenure | 
MU,Information Technology,D. Mark Durcan,"Chief Executive Officer and Director,",Micron Technology Inc.,Rice University,52,6910318,2014,2012,"8000 South Federal WayBoise, Idaho 83707United States","Rice University|MWI Veterinary Supply, Inc.|Inotera Memories Inc.|Clear Metals Inc.",Male,1962,United States of America,United States of America,Rice University,BS,Rice University,MS,-2.086538462,,,,50,Vice Chairman INOTERA MEMORIES INC 2009-2013 | Representative Director Numonyx Holdings BV | Director -  SD IM Flash Technologies LLC 2006-2012 | Interim CEO Micron Technology  2009 - 2013
MSFT,Information Technology,Satya   Nadella,"Chief Executive Officer and Director,",Microsoft Corporation,The University of Chicago,46,7668952,2014,2014,"One Microsoft WayRedmond, Washington 98052United States","BravoSolution US, Inc.|The University of Chicago|Intelliprep Technologies Inc.|Riverbed Technology, Inc.|University of Wisconsin, Milwaukee|Mangalore University, India|Nirvaha, Inc.",Male,1968,India,United States of America,Mangalore University,BS,University of Chicago,MBA,0,,,,46,Sun Microsystems
MHK,Consumer Discretionary,Jeffrey S. Lorberbaum,"Chairman and Chief Executive Officer,",Mohawk Industries Inc.,NA,58,5237968,2014,2001,"160 South Industrial BoulevardCalhoun, Georgia 30701United States","Durkan Patterned Carpets, Inc.|Wayn-Tex LLC|Aladdin Manufacturing Corporation",Male,1956,United States of America,United States of America,University of Denver,BA,NA,NA,-3.018541739,,,,45,The Carpet And Rug Institute Inc. 2012
TAP,Consumer Staples,Peter S. Swinburn,"Chief Executive Officer, President and Director,",Molson Coors Brewing Company,University of Wales,60,7044572,2014,2008,"1225 17th StreetDenver, Colorado 80202United States","Coors Brewing Company, Inc.|Molson Coors Brewing Company (UK) Limited|Express Inc.|University of Wales|Molson Coors Capital Finance ULC|MillerCoors LLC|Molson Coors Canada Inc.",Male,1954,United Kingdom,United Kingdom,University of Wales,BS,NA,NA,0.144641536,,,,54,President/CEO Coors Brewing Co (CBC) 2007-2008 | Executive Officer Molson Coors Brewing 2007 - 2008 | Division President/CEO Molson Coors Brewing 2005-2007
MDLZ,Consumer Staples,Irene B. Rosenfeld,"Chairman and Chief Executive Officer,","Mondelez International, Inc.",NA,59,13994780,2014,2006,"Three Parkway NorthDeerfield, Illinois 60015United States","Pepsico, Inc.|AutoNation Inc.|Altria Group Inc.|Frito-Lay, Inc.|Kraft General Foods Canada Inc.|Cornell University|Kraft Foods Group, Inc.|Kraft Canada Inc.|Kraft Foods Europe GmbH",Female,1955,United States of America,United States of America,Cornell University,BA,Cornell University,PhD,0.040097666,,,,51,Director of AutoNation Inc. March 1999 |
MON,Materials,Hugh   Grant,"Chairman, Chief Executive Officer and Chairman of Executive Committee,",Monsanto Company,University of Glasgow Scotland,55,12574152,2014,2003,"800 North Lindbergh BoulevardSt. Louis, Missouri 63167United States",Pharmacia Corporation|PPG Industries Inc.|University of Glasgow Scotland|University of Edinburgh in Scotland|Donald Danforth Plant Science Center|Monsanto India Limited|International Management Centre - United Kingdom|Scottish Development International Ltd.,Male,1959,United Kingdom,United Kingdom,Glasgow University,BS,"International Management Centre in Buckingham, England",MBA,0.334759995,Finvola Grant | James Grant | ,,,44,NA
MNST,Consumer Staples,Rodney C. Sacks,"Chairman, Chief Executive Officer, Member of Executive Committee and Chairman of Hansen Beverage Company,",Monster Beverage Corporation,University of the Witwatersrand,63,798955,2014,1990,"1 Monster WayCorona, California 92879United States",,Male,1951,South Africa,South Africa,University of the Witwatersrand,Diploma,University of the Witwatersrand,Higher Diploma,0.762328137,,,,39,Chairman Hansen Beverage Co Jun 1992 - Jul 1997 | Chairman/CEO/CFO Monster Beverage 1900-1996
MCO,Financials,Raymond W. McDaniel Jr.,"Chief Executive Officer, President, Executive Director, Member of MIS Committee and Member of Enterprise-Wide Risk Committee,",Moody's Corporation,Colgate University,55,8411989,2014,2005,"250 Greenwich StreetNew York, New York 10007United States","John Wiley & Sons Inc.|Moody's Investors Service, Inc.|Colgate University|Emory University School of Law|Moody's Wall Street Analytics, Inc.",Male,1959,United States of America,United States of America,Colgate University,BA,Emory University School of Law,JD,0.108284973,,,,46,Moody's - Chairman - ts_bot - Employment tenure | Moody's - Chief Executive Officer - ts_bot - Employment tenure | 
MS,Financials,James P. Gorman,"Chairman, Chief Executive Officer, President, Chairman of Firm Risk Committee and Chairman of Morgan Stanley Smith Barne,",Morgan Stanley,University of Melbourne,54,14408563,2014,2010,"1585 BroadwayNew York, New York 10036United States","Merrill Lynch & Co., Inc.|Visa U.S.A., Inc.|Columbia Business School|Columbia University|University of Melbourne|The Partnership for New York City, Inc.|MSCI Inc.|Morgan Stanley B.V.|Morgan Stanley Global Wealth Management Group|Morgan Stanley Smith Barney LLC",Male,1960,Australia ,United States of America | Australia | ,University of Melbourne,BA,Columbia University,MBA,-23.51619319,,,,50,"Morgan Stanley - 2007-12 - Co-President - nanette - Employment tenure | Morgan Stanley - 2007-10 - Co-Head, Strategic Planning - nanette - Employment tenure | Morgan Stanley - 2006-02 - President and Chief Operating Officer, Global Wealth Management Group - nanette - Employment tenure | Merrill Lynch - nanette - Employment tenure | McKinsey & Company - Senior Partner - alexander - Employment tenure | Morgan Stanley Wealth Management - Freebase Data Team - Employment tenure | "
MOS,Materials,James T. Prokopanko,"Chief Executive Officer, President and Director,",The Mosaic Company,The University Of Western Ontario,60,9345295,2014,2007,"Atria Corporate CenterPlymouth, Minnesota 55441United States","Cargill, Incorporated|Vulcan Materials Company|Minnesota Public Radio Inc.|The University Of Western Ontario|Children's Health Care Inc.|University of Manitoba|Cargill SA/NV|Canpotex Limited|The Fertilizer Institute",Male,1954,Canada,Canada,University of Manitoba,BS,University of Western Ontario,MBA,0.822921135,,,,53,The Mosaic Company - President - ts_bot - Employment tenure | The Mosaic Company - Chief Executive Officer - ts_bot - Employment tenure | 
MSI,Information Technology,Gregory Q. Brown,"Chairman, Chief Executive Officer and Chairman of Executive Committee,","Motorola Solutions, Inc.","Rutgers, The State University of New Jersey",52,12621931,2014,2011,"1303 East Algonquin RoadSchaumburg, Illinois 60196United States","Cisco Systems, Inc.|Micromuse, Inc.|R.R. Donnelley & Sons Company|RiverSoft, Inc.|Ameritech New Media|Rutgers, The State University of New Jersey|Federal Reserve Bank Of Chicago|Rutgers University Foundation|US-China Business Council, Inc.|World Business Chicago",Male,1962,United States of America,United States of America,Rutgers University,BA,NA,NA,0.119828407,,,,49,NA
MUR,Energy,Roger W. Jenkins,"Chief Executive Officer, President, Director and Member of Executive Committee,",Murphy Oil Corporation,Tulane University,51,10144887,2014,2013,"200 Peach StreetEl Dorado, Arkansas 71731-7000United States",Tulane University|Louisiana State University,Male,1963,United States of America,United States of America,Louisiana State University,BS,Tulane University,MBA,0,,,,50,NA
